0.46157083	-0.1281467	-0.3023475	-1.2646002	-1.2350041	0.5027598	-0.648275	-0.21274425	-1.2968497	-0.5461234	-0.039041467	-0.4488499	0.3462534	0.20258543	0.35585034	-0.8698057	1.0645303	-0.39115077	-1.3191806	-0.49840954	-0.2917304	-0.5593966	0.18215202	0.6805213	1.1215506
0.6184823	0.005744705	-1.2506098	-0.19987793	-1.4498115	1.1569489	-0.1680427	1.6316645	-0.65294254	-0.7069473	-1.6889061	-0.7283597	1.4028808	0.97839975	-1.9025799	-0.31512076	1.5635754	-0.6339874	-1.4551512	-0.009204977	-0.9336029	-0.9326785	1.0118042	0.57024795	0.9567274
-0.09233025	-0.20482755	-1.1045177	-0.8455946	-2.1184716	-1.8797165	-0.45684943	2.3849218	-2.1549563	-0.8085206	0.46558705	0.48088992	0.16087607	-0.34788492	1.5189931	-0.998148	-0.4747834	1.0431225	-3.3833385	-1.3548551	0.008953107	-2.5930636	0.68800664	-0.22603256	-1.6557424
2.165314	0.24157204	-0.20130259	-1.8098193	-1.3797133	-0.4109753	-1.481189	1.5234522	-1.007852	-1.2890918	-0.66212404	-0.67852694	1.3881524	0.075810045	-0.23355167	-1.0805372	0.68738365	-0.5930218	-1.9360099	-0.33923355	-0.70578355	1.3525755	-1.1909813	0.022385905	1.3303195
1.105498	0.7615172	0.067559175	-1.842985	-1.6869124	0.6427832	-1.8702778	0.16041678	-0.8902294	-2.1112287	-0.5165739	-1.2587578	1.56961	-0.46931705	1.0769023	-0.54511863	1.3467413	-0.30417457	-3.1674688	-1.4341836	0.052572723	-1.1432061	-0.48134866	0.11320728	-1.2544484
-0.262459	0.79685676	-0.14324597	-0.92615527	-1.605916	-1.7695711	-0.39662555	1.4233396	-0.84383696	-0.38846305	-0.5590447	0.35655376	1.8908544	-0.69511664	-0.16126338	-1.2528574	1.799861	-0.31421143	-0.79622334	0.01194364	-1.6211361	1.3261772	-1.2204382	0.6769496	1.2361436
-0.9308124	-1.3450122	0.26967672	-2.0472252	-1.243433	0.40786314	-2.1278787	1.4050883	0.15695885	0.27858895	0.1835499	-0.295062	-0.6499484	1.5131067	2.2397828	-0.9292149	1.5755067	-1.3955226	-0.8710089	0.6683978	-1.7241161	-0.6846461	-0.6103515	1.2828666	-0.7610019
-0.99465233	-2.0361335	-0.4138828	-0.78398925	-0.9888042	1.4934449	0.3192723	0.91649806	-1.2069252	1.4376547	-0.029168457	0.11715244	1.3069543	2.5223367	-0.65640163	1.881746	1.614189	2.0117786	-0.37930763	2.215071	-3.64673	0.5096933	0.6905265	2.893381	-0.31281027
-0.6963007	-1.2322226	-1.0821202	-2.1159706	-0.6538103	0.5349615	-0.97009754	0.23217848	-0.2500864	-1.0748999	-0.027191436	-0.3641235	0.797704	0.615411	1.2302918	-1.5168247	-0.72574174	0.7198168	-2.778185	-0.9054638	-0.18103582	-0.6461452	0.22616671	0.7358681	0.22648005
1.1641788	-1.2190872	0.23352337	1.0281436	-1.4404113	-0.54628855	-0.8604689	1.2195568	-2.912825	-0.0030285015	-0.29442403	-0.38018176	0.795505	-0.1617832	2.0503109	-1.6071218	0.6523086	-0.3355825	-1.6152744	-1.9662265	1.5708375	-1.417921	-0.52473974	1.002079	-0.28923327
-0.4773672	-0.6875858	-0.32359153	-0.8038969	-1.2749792	1.2784982	1.2091693	0.9527769	0.39687726	-0.8274396	0.037680667	-0.14228769	0.7674882	0.632129	0.43833265	-0.6924719	0.5710076	-0.16681302	-1.9464456	0.9639307	-1.4883128	-0.26996586	0.85863656	0.3472515	0.83162946
